package;file;line;code;type;correct
com.aelitis.azureus.core.networkmanager.impl.udp;/vuze/com/aelitis/azureus/core/networkmanager/impl/udp/NetworkGlueUDP.java;145;Thread.sleep(3);ThreadTime;1
com.aelitis.azureus.core.networkmanager.impl.udp;/vuze/com/aelitis/azureus/core/networkmanager/impl/udp/UDPConnectionManager.java;582;Thread.sleep( delay );ThreadTime;1
com.aelitis.azureus.core.networkmanager.impl.udp;/vuze/com/aelitis/azureus/core/networkmanager/impl/udp/UDPConnectionManager.java;333;now - idle_start > THREAD_LINGER_ON_IDLE_PERIOD;TimeoutResources;1
com.aelitis.azureus.core.networkmanager.impl.udp.UDPConnectionManager;/vuze/com/aelitis/azureus/core/networkmanager/impl/udp/UDPConnectionManager.java;741;Thread.sleep( TIMER_TICK_MILLIS );ThreadTime;1
com.aelitis.azureus.core.networkmanager.impl;/vuze/com/aelitis/azureus/core/networkmanager/impl/WriteController.java;267;process_loop_time - last_check > 5000;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerImpl.java;1099;boolean run_check = check == null || now - ((Long)check[0]) > CONNECT_TEST_PERIOD_MILLIS;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerImpl.java;1295;last_update_time > 0 &&  time_since_last_update < min_update_period;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl.PairingManagerImpl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerImpl.java;2023;Thread.sleep( 500 );ThreadTime;1
com.aelitis.azureus.core.pairing.impl.PairingManagerImpl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerImpl.java;2014;now - sid_wait_start > 5000;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerTunnelHandler.java;414;Thread.sleep( sleep );ThreadTime;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerTunnelHandler.java;470;Thread.sleep( sleep );ThreadTime;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerTunnelHandler.java;835;Thread.sleep( sleep );ThreadTime;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerTunnelHandler.java;941;Thread.sleep( sleep );ThreadTime;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerTunnelHandler.java;407;diff < 5000;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerTunnelHandler.java;463;diff < 5000;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerTunnelHandler.java;828;diff < 5000;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairingManagerTunnelHandler.java;934;diff < 5000;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl;/vuze/com/aelitis/azureus/core/pairing/impl/PairManagerTunnel.java;110;Thread.sleep(( 1 << (consec_fails-1)) * 1000 );ThreadTime;1
com.aelitis.azureus.core.pairing.impl.swt;/vuze/com/aelitis/azureus/core/pairing/impl/swt/PMSWTImpl.java;366;now_mono >= last_image_expiry_mono;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl.swt;/vuze/com/aelitis/azureus/core/pairing/impl/swt/PMSWTImpl.java;422;age > RECORD_EXPIRY;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl.swt;/vuze/com/aelitis/azureus/core/pairing/impl/swt/PMSWTImpl.java;507;newest_bad_mono >= 0 && age_newest_bad <= BAD_EXPIRY;TimeoutResources;1
com.aelitis.azureus.core.pairing.impl.swt;/vuze/com/aelitis/azureus/core/pairing/impl/swt/PMSWTImpl.java;516;newest_good_mono >= 0 && age_newest_good <= GOOD_EXPIRY;TimeoutResources;1
com.aelitis.azureus.core.peer.cache.cachelogic;/vuze/com/aelitis/azureus/core/peer/cache/cachelogic/CLCacheDiscovery.java;118;Socket.receive(Packet);SocketTimeout;1
com.aelitis.azureus.core.peer.cache.cachelogic.CLCacheDiscovery;/vuze/com/aelitis/azureus/core/peer/cache/cachelogic/CLCacheDiscovery.java;312;(System.currentTimeMillis() < validUntil);TimeoutResources;1
com.aelitis.azureus.core.peermanager.control.impl;/vuze/com/aelitis/azureus/core/peermanager/control/impl/PeerControlSchedulerBasic.java;146;wait( SCHEDULE_PERIOD_MILLIS );ThreadTime;1
com.aelitis.azureus.core.peermanager.control.impl;/vuze/com/aelitis/azureus/core/peermanager/control/impl/PeerControlSchedulerBasic.java;167;stats_diff > 10000;TimeoutResources;1
com.aelitis.azureus.core.peermanager.control.impl;/vuze/com/aelitis/azureus/core/peermanager/control/impl/PeerControlSchedulerPrioritised.java;163;wait( 5000 );ThreadTime;1
com.aelitis.azureus.core.peermanager.peerdb;/vuze/com/aelitis/azureus/core/peermanager/peerdb/PeerDatabase.java;345;boolean starting_up = now - start_time <= STARTUP_MILLIS;TimeoutResources;1
com.aelitis.azureus.core.peermanager.peerdb;/vuze/com/aelitis/azureus/core/peermanager/peerdb/PeerDatabase.java;417;diff > BLOOM_ROTATION_PERIOD;TimeoutResources;1
com.aelitis.azureus.core.peermanager.peerdb;/vuze/com/aelitis/azureus/core/peermanager/peerdb/PeerDatabase.java;549;now - pex_count_last_time >= 10*1000;TimeoutResources;1
com.aelitis.azureus.core.peermanager;/vuze/com/aelitis/azureus/core/peermanager/PeerManager.java;93;Thread.sleep( PENDING_TIMEOUT / 2 );ThreadTime;1
